portfolio,id_ordre_travail,id_demande,etat,motif_standby,anomalie,urgence,impact_disponibilite,vandalisme,palliative,avec_demande_pdr,est_reouvert,site,zone,famille,groupe,localisation,actif,demandeur,ot_fils,date_declaration,createur_ot,date_creation_ot,utilisateur_prestataire,date_debut_reparation,responsable_cloture,date_cloture,commentaire_cloture,responsable_reouverture,date_reouverture,commentaire_ouverture,validateur_travaux,date_validation,responsable_rejet,date_rejet,motif_rejet,prestataire,cout_maindoeuvre,cout_pdr,cout_bc,cout_total,description,plateforme_creation,plateforme_prestataire,plateforme_cloture,plateforme_rejet,plateforme_reouverture,plateforme_validation,nombre_main_doeuvre,duree_intervention_par_heure,id_actif,time_to_closure_hours,time_to_start_hours,num_spare_parts_requests,total_parts_quantity,total_parts_cost,parts_articles,parts_families,parts_request_status
infrastructure,15066,15164,OT Cloturé,,panneaux  clôtures accidenté,Moyen,non,False,False,True,False,PPR,PPR01,Clôture,Clôture,PPR Clôture,PPR Clôture 253,Animateur 01,Non,2025-03-08 13:55:00,Animateur 01,2025-03-08 13:55:00,sup-nzala- 01,2025-03-11 07:18:00,sup-nzala- 01,2025-03-14 06:36:00,Remise en état de cla clôture simple,,,,Said Touil,2025-05-02 20:52:00,,,,NZALA,11074.77,210.0,0.0,11284.77,Panneaux des clôtures arrachés et inclinés séparant la zone stockage import et la route périphérique en face du parking n° 05 au TPR.,WEB,WEB,WEB,WEB,WEB,WEB,3,71.28,23513,136.68333333333334,65.38333333333334,2,2.0,210.0,"Peinture cloture 5 KG, White spirit 5L",PEINTURE,cloture
infrastructure,15065,15163,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TM2,TM02,Voies de circulation,Panneaux de signalisation,TM2,TR,sup-nzala- 01,Non,2025-03-08 12:00:00,sup-nzala- 01,2025-03-08 12:00:00,sup-nzala- 01,2025-03-08 12:00:00,sup-nzala- 01,2025-03-14 06:38:00,Fourniture et pose des nouveaux panneaux de signalisation,,,,Said Touil,2025-05-02 20:52:00,,,,NZALA,37961.12,0.0,0.0,37961.12,"Demande des travaux de pose des panneaux de signalisation pour le bâtiment de sûreté TM2_x000d_
",WEB,WEB,WEB,WEB,WEB,WEB,5,138.61,42612,138.63333333333333,0.0,0,0.0,0.0,,,
infrastructure,15064,15162,OT Crée,,Décalage de niveau,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,animateur 02,Non,2025-03-08 10:50:00,animateur 02,2025-03-08 10:50:00,,,,,,,,,,,,,,CAMPEZO,0.0,0.0,0.0,0.0,Déformation des pavés au niveau du parking de la gare maritime,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,494,,,0,0.0,0.0,,,
infrastructure,15063,15161,OT Crée,,Arrachement,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,animateur 02,Non,2025-03-08 10:47:00,animateur 02,2025-03-08 10:47:00,,,,,,,,,,,,,,CAMPEZO,0.0,0.0,0.0,0.0,Panneau de signalisation routière incliné au niveau du parking visite SAS EXPORT TM1.,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,509,,,0,0.0,0.0,,,
infrastructure,15062,15160,OT Crée,,Endommagement ,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Regard d'assainissement,Regard EU-EPL,SAS-EXP Regard EU-EPL,SAS-EXP Regard EU-EPL 86,animateur 02,Non,2025-03-08 10:36:00,animateur 02,2025-03-08 10:36:00,,,,,,,,,,,,,,TMU-HY,0.0,0.0,0.0,0.0,Regard d'assainissement est endommagée au niveau du parking avant scanner SAS EXPORT TM1.,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,42982,,,0,0.0,0.0,,,
batiment,15061,15159,OT Rejeté,,Habillage dégradé ,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement lot archi / Menuiserie ,Cloison,Batiment 7-H,Cloison ,animateur 02,Non,2025-03-08 10:33:00,animateur 02,2025-03-08 10:33:00,,,,,,,,,,,Soufiane chegdali,2025-08-08 16:48:00,Répéter sous le N° OT 17493 (DI 17778),TMU,0.0,0.0,0.0,0.0,"Faux plafond est mal fixé au niveau de scanner 05 de bâtiment 07, SAS EXPORT TM1.",WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,1225462,,,0,0.0,0.0,,,
infrastructure,15060,15158,OT Rejeté,,Arrachement,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,animateur 02,Non,2025-03-08 10:26:00,animateur 02,2025-03-08 10:26:00,,,,,,,,,,,Soufiane chegdali,2025-03-18 14:32:00,répéter sous le numéro  OT 15059 (DI 15157),CAMPEZO,0.0,0.0,0.0,0.0,Panneau de signalisation routière est endommagée au niveau du parking après scanner SAS EXPORT TM1.,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,476,,,0,0.0,0.0,,,
infrastructure,15059,15157,OT Crée,,Arrachement,Moyen,non,False,False,False,False,TM1,TM01,Voies de circulation,Voie de roulement,Voirie,Voirie,animateur 02,Non,2025-03-08 10:26:00,animateur 02,2025-03-08 10:26:00,,,,,,,,,,,,,,CAMPEZO,0.0,0.0,0.0,0.0,Panneau de signalisation routière est endommagée au niveau du parking après scanner SAS EXPORT TM1.,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,476,,,0,0.0,0.0,,,
batiment,15058,15156,OT En stand by,"PDR Indisponible : Vitre feuilletée (2,35 m/1,30 m)",Vitre Fissuré ,Moyen,non,False,False,False,False,PPR,PPR01,Equipement lot archi / Menuiserie ,Porte vitrée,Flemingo,Porte vitrée 2,Said Touil,Non,2025-03-07 23:46:00,Said Touil,2025-03-07 23:46:00,sup-tmu-bat- 05,2025-03-12 10:51:00,,,,,,,,,,,,TMU,0.0,0.0,0.0,0.0,Vitre fissuré ,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,1233041,,107.08333333333333,0,0.0,0.0,,,
batiment,15057,15155,OT Cloturé,,L'abattant mal fixer,Moyen,non,False,False,True,True,PPR,PPR01,Equipement plomberie et sanitaire,WC Sanitaire,GATE 4,WC Sanitaire 1,Said Touil,Non,2025-03-07 17:54:00,Said Touil,2025-03-07 17:54:00,sup-tmu-bat- 05,2025-03-25 09:37:00,sup-tmu-bat- 05,2025-03-26 15:24:00,"Suite à la vérification des anomalies, le technicien a constaté que l'abattant était endommagé et nécessitait un remplacement. En conséquence, l'abattant a été remplacé et un verrou a également été installé afin d'assurer un fonctionnement optimal",Said Touil,2025-03-26 14:11:00,intervention non conforme ,Said Touil,2025-05-12 20:17:00,,,,TMU,1542.32,2550.0,0.0,4092.3199999999997,abattant mal fixé; manque verrous intérieur de porte ,WEB,WEB,WEB,WEB,WEB,WEB,1,29.66,157402,453.5,423.71666666666664,2,2.0,2550.0,"Abattant toilette anglaise standard et suspendu, Verrou porte manuel","PLOMBERIE, MENUISERIE",cloture
infrastructure,15056,15154,OT Rejeté,,Travaux de maintenance,Moyen,non,False,False,False,False,TM1,TM01,Terre plein,Parking,TM1 Parking,TM1_Parking 2,sup-nzala- 01,Non,2025-03-07 17:46:00,sup-nzala- 01,2025-03-07 17:46:00,,,,,,,,,,,hicham saidi,2025-03-11 10:22:00,adresser la demande au travaux neufs ,TMU-CN,0.0,0.0,0.0,0.0,Demande travaux de costruire d'un massif en béton au TF,WEB,WEB,WEB,WEB,WEB,WEB,0,0.0,28054,,,0,0.0,0.0,,,
infrastructure,15055,15153,OT Cloturé,,Dégradation,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,SAS EXP Parking,SAS EXP Parking 3,animateur 02,Non,2025-03-07 17:40:00,animateur 02,2025-03-07 17:40:00,sup-nzala- 01,2025-03-13 07:24:00,sup-nzala- 01,2025-03-14 06:42:00,La dégradation a été traité,,,,Soufiane chegdali,2025-05-02 23:35:00,,,,NZALA,3618.56,0.0,0.0,3618.56,"Dégradation du béton de fixation d'une trappe de caniveau au niveau du parking de régularisation SAS EXPORT TM1, ce qui présente un risque de circulation interne des véhicules.",WEB,WEB,WEB,WEB,WEB,WEB,3,23.29,28026,157.03333333333333,133.73333333333332,0,0.0,0.0,,,
batiment,15054,15152,OT Cloturé,,Dégradation ,Moyen,non,False,False,False,False,TM1,TM01,Element de structure ,Dalle,Dalle centrale,Dalle -,sup-nzala- 01,Non,2025-03-07 17:32:00,sup-nzala- 01,2025-03-07 17:32:00,sup-nzala- 01,2025-03-29 10:13:00,sup-nzala- 01,2025-03-29 10:18:00,La dégradation de sol a été traité,,,,Soufiane chegdali,2025-07-16 10:12:00,,,,NZALA,10.87,0.0,0.0,10.87,Béton à traiter au niveau la dalle centrale,WEB,WEB,WEB,WEB,WEB,WEB,3,0.07,174132,520.7666666666667,520.6833333333333,0,0.0,0.0,,,
batiment,15053,15136,OT Cloturé,,Manque distributeur savon,Moyen,non,False,False,True,False,PPR,GATE2,Equipement plomberie et sanitaire,Distributeur savon,Sanitaire 2,Distributeur savon 1,sup-tmu-bat- 05,Non,2025-03-07 10:16:00,Said Touil,2025-03-07 17:29:00,sup-tmu-bat- 05,2025-03-09 14:05:00,sup-tmu-bat- 05,2025-03-10 16:34:00,Installation deux porte-savons ,,,,Said Touil,2025-05-02 20:54:00,,,,TMU,1376.44,0.0,0.0,1376.44,Manque des porte-savons au bloc sanitaire GATE2,MOBILE,WEB,WEB,WEB,WEB,WEB,1,26.47,139505,78.3,44.6,1,2.0,1400.0,Distributeur savon liquide INOX,PLOMBERIE,cloture
batiment,15052,15137,OT Cloturé,,Problèmes de siphon,Moyen,non,False,False,True,False,PPR,PPR01,Equipement plomberie et sanitaire,Lavabo,Flemingo,Lavabo 2,sup-tmu-bat- 05,Non,2025-03-07 10:23:00,Said Touil,2025-03-07 17:27:00,sup-tmu-bat- 05,2025-03-09 14:04:00,sup-tmu-bat- 05,2025-03-12 11:31:00,Changement de siphon ,,,,Said Touil,2025-03-25 13:14:00,,,,TMU,3604.64,160.0,0.0,3764.64,Siphon de l'évier endommagée à la cuisine de bâtiment FLEMINGO (Erreur de place),MOBILE,WEB,WEB,WEB,WEB,WEB,1,69.32,100359,121.13333333333334,44.61666666666667,1,1.0,160.0,Siphon de lavabo,PLOMBERIE,cloture
batiment,15051,15138,OT Cloturé,,L'abattant mal fixer,Moyen,non,False,False,False,False,PPR,GATE2,Equipement plomberie et sanitaire,WC Sanitaire,Sanitaire 2,WC Sanitaire 2,sup-tmu-bat- 05,Non,2025-03-07 10:43:00,Said Touil,2025-03-07 17:27:00,sup-tmu-bat- 05,2025-03-09 14:03:00,sup-tmu-bat- 05,2025-03-09 15:17:00,Fixation de l'abattant ,,,,Said Touil,2025-05-02 20:54:00,,,,TMU,62.92,0.0,0.0,62.92,Abattant mal fixé WC Femme GATE2,MOBILE,WEB,WEB,WEB,WEB,WEB,1,1.21,141538,52.56666666666667,44.6,0,0.0,0.0,,,
infrastructure,15050,15151,OT Rejeté,,Travaux de maintenance,Moyen,non,False,False,False,True,TM1,TM01,Clôture,Portail mécanique,Entrée bureau capitainerie,Portail mécanique09,sup-nzala- 01,Non,2025-03-07 17:08:00,sup-nzala- 01,2025-03-07 17:08:00,sup-nzala- 01,2025-03-07 17:27:00,sup-nzala- 01,2025-03-14 06:45:00,Réalisation des nouveaux massifs en béton armé,Soufiane chegdali,2025-07-16 10:11:00,Répéter sous le N° OT 15049 (DI 15150),,,Soufiane chegdali,2025-07-16 10:11:00,Répéter sous le N° OT 15049 (DI 15150),NZALA,43071.53,0.0,0.0,43071.53,"Demande de travaux pour le remplacement d’un portail haute sécurité à notre place, sur la voie d’accès aux bureaux de la capitainerie",WEB,WEB,WEB,WEB,WEB,WEB,5,157.27,34639,157.61666666666667,0.31666666666666665,0,0.0,0.0,,,
infrastructure,15049,15150,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TM1,TM01,Clôture,Portail mécanique,Entrée bureau capitainerie,Portail mécanique09,sup-nzala- 01,Non,2025-03-07 17:08:00,sup-nzala- 01,2025-03-07 17:08:00,sup-nzala- 01,2025-03-12 07:17:00,sup-nzala- 01,2025-03-14 06:46:00,Construction des nouveaux massifs en béon armé,,,,Soufiane chegdali,2025-07-16 10:09:00,,,,NZALA,1750.59,0.0,0.0,1750.59,"Demande de travaux pour le remplacement d’un portail haute sécurité à notre place, sur la voie d’accès aux bureaux de la capitainerie",WEB,WEB,WEB,WEB,WEB,WEB,1,47.48,34639,157.63333333333333,110.15,0,0.0,0.0,,,
batiment,15048,15149,OT Rejeté,,Surcharge,Fort,non,False,False,False,False,PPR,PPR01,Equipement électrique,Armoire électrique ,Batiment quai 1,Armoire électrique 1,Said Touil,Non,2025-03-07 15:18:00,Said Touil,2025-03-07 15:19:00,,,,,,,,,,,Said Touil,2025-07-10 17:44:00,à la charge d'équipement en cours de traitement ,TMU,0.0,0.0,0.0,0.0,plusieurs non conformité à traiter; priorité pour les bornes sur rails ,MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,1231421,,,0,0.0,0.0,,,
batiment,15047,15146,OT Cloturé,,Mauvais fonctionnement du robinet,Moyen,non,False,False,True,False,TM1,SAS EXPORT,Equipement plomberie et sanitaire,Lavabo,Batiment 8-F,LVB 2,sup-tmu-bat- 05,Non,2025-03-07 14:40:00,Soufiane chegdali,2025-03-07 14:56:00,sup-tmu-bat- 05,2025-03-07 15:02:00,sup-tmu-bat- 05,2025-03-12 09:26:00,Changement de robinet et un panel au bloc sanitaire après scanner ,,,,Soufiane chegdali,2025-05-02 23:35:00,,,,TMU,5946.2,850.0,0.0,6796.2,Endommagement d'un robinet de lavabo et manque d'une ampoule d'éclairage au niveau de la guérite de la police après scanner SAS EXPORT ,MOBILE,WEB,WEB,WEB,WEB,WEB,1,114.35,1226762,114.76666666666667,0.1,2,2.0,850.0,"Robinet lavabo mitigeur, Panel led carré 3 w","PLOMBERIE, ELECTRICITE",cloture
batiment,15046,15142,OT Cloturé,,Défaillance du tubes,Moyen,non,False,False,True,False,PPR,PPR01,Equipement éclairage,Caisson lumineux,Batiment quai 1,Caisson lumineux 1,sup-tmu-bat- 05,Non,2025-03-07 13:34:00,Said Touil,2025-03-07 14:55:00,sup-tmu-bat- 05,2025-03-07 14:59:00,sup-tmu-bat- 05,2025-03-10 09:22:00,Changement des TUB T8,,,,Said Touil,2025-03-25 13:13:00,,,,TMU,3449.16,0.0,0.0,3449.16,Défaillance des TUB T8 locale technique Quai 1 PPR,MOBILE,WEB,WEB,WEB,WEB,WEB,1,66.33,1231417,67.8,0.06666666666666667,2,8.0,780.0,"Tube LED (T8) 9W 6500K, Starter S2 PHILPS",ELECTRICITE,cloture
batiment,15045,15145,OT Realisé,PDR Indisponible : Le chauffe-eau électrique 15L,fuite d'eau,Moyen,non,False,False,True,False,PPR,PPR01,Equipement plomberie et sanitaire,Lavabo,Sanitaire 2 quai 3,Lavabo 2,sup-tmu-bat- 05,Non,2025-03-07 14:30:00,Said Touil,2025-03-07 14:54:00,sup-tmu-bat- 05,2025-03-07 14:58:00,sup-tmu-bat- 05,2025-07-07 15:43:00,Changement de chauffe-eau électrique ,,,,,,,,,TMU,31702.0,20.0,0.0,31722.0,Le chauffe-eau électrique est hors service au bloc sanitaire quai 3 PPR(Erreur actif),MOBILE,WEB,WEB,WEB,WEB,WEB,2,317.02,133216,2929.2166666666667,0.06666666666666667,1,1.0,20.0,Chauffeau électrique instantané,PLOMBERIE,cloture
batiment,15044,15147,OT Cloturé,PDR Indisponible : Flotteur de la chasse d'eau suspendu ,fuite  d'eau,Moyen,non,False,False,False,False,PPR,PPR01,Equipement plomberie et sanitaire,WC Sanitaire,Sanitaire quai 1,WC Sanitaire 3,sup-tmu-bat- 05,Non,2025-03-07 14:47:00,Said Touil,2025-03-07 14:53:00,sup-tmu-bat- 05,2025-03-07 14:57:00,Said Touil,2025-08-26 14:40:00,la chasse opérationnel ,,,,Said Touil,2025-08-31 15:32:00,,,,TMU,3.0,0.0,0.0,3.0,Endommagent d'un flotteur de toilette quai 1 PPR,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.06,133385,4127.883333333333,0.06666666666666667,0,0.0,0.0,,,
batiment,15043,15148,OT Cloturé,PDR Indisponible : Réglette LED 120 cm,Endomagement,Moyen,non,False,False,True,False,PPR,PPR01,Equipement éclairage,Spot,Sanitaire et douche zone de stockage,Spot 1,sup-tmu-bat- 05,Non,2025-03-07 14:51:00,Said Touil,2025-03-07 14:53:00,sup-tmu-bat- 05,2025-03-07 14:56:00,sup-tmu-bat- 05,2025-07-18 09:17:00,Installation des nouveau lampes ,,,,Said Touil,2025-08-08 17:56:00,,,,TMU,41654.38,460.0,0.0,42114.38,Lampes grillées au niveau de bâtiment TIR Zone stockage PPR,MOBILE,WEB,WEB,WEB,WEB,WEB,1,666.47,157891,3186.4333333333334,0.05,3,8.0,990.0,"Réglette LED 2x18W Etanche, Tube LED (T8) 18W 6500K	, Réglette étanch 1Xtube LED 127 Cm 1x25W classe M0",ELECTRICITE,rejet
equipement,15042,15144,OT Rejeté,,Travaux de maintenance,Moyen,non,False,False,False,False,TM1,TM01,"Equipement de sécurité, contôle et exploitation",Pont bascule,TMD,Pont Bascule 60T 2 TMD,Nour-Eddine  ENNEJMAOUI,Non,2025-03-07 14:29:00,Nour-Eddine  ENNEJMAOUI,2025-03-07 14:42:00,SUP-TMU-EQ 09,2025-03-20 10:49:00,,,,,,,,,Touria Tammor,2025-03-26 14:10:00,problème d'affichage les photo ,TMU,0.0,0.0,0.0,0.0,Besoin d'installation de 8 capteurs de pesage et une boite de jonction des capteurs au niveau de pont bascule TMD.,MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,1968,,308.1166666666667,0,0.0,0.0,,,
batiment,15041,15141,OT Cloturé,,Hors service ,Moyen,non,False,False,True,False,TM1,TMPC01,Equipement climatisation et VMC,Mono split ,Secteur 1,Mono split 1,Chaymae Farah,Non,2025-03-07 12:47:00,Chaymae Farah,2025-03-07 13:31:00,SUP-TMU-BAT- 6,2025-03-14 11:52:00,SUP-TMU-BAT- 02,2025-03-25 22:41:00,installation d'une nouveau climatiseur mono split   ,,,,Chaymae Farah,2025-03-26 20:22:00,,,,TMU,28575.04,2250.0,0.0,30825.04,,MOBILE,WEB,WEB,WEB,WEB,WEB,2,274.76,87458,441.9,166.35,1,30.0,2250.0,"Câble capotin 3G1,5",ELECTRICITE,cloture
equipement,15040,15110,OT Cloturé,,Problèmes d'alimentation électrique ,Moyen,non,False,False,True,False,TM1,TM01,Equipement de balisage maritime,Feu d'alignement,Feu d'alignement,Feu d'alignement postérieur-nuit,SUP-TMU-EQ- 03,Non,2025-03-06 13:33:00,Nour-Eddine  ENNEJMAOUI,2025-03-07 11:32:00,SUP-TMU-EQ- 03,2025-03-07 11:39:00,SUP-TMU-EQ- 03,2025-03-09 23:13:00,Installation de borne de wifi des stations météo au niveau de pilon station radio ,,,,Soufiane chegdali,2025-07-16 10:09:00,,,,TMU,1652.63,40.0,0.0,1692.63,Demande d'installation de borne de wifi des stations météo ,MOBILE,WEB,MOBILE,WEB,WEB,WEB,1,59.49,9829,81.66666666666667,0.11666666666666667,1,1.0,40.0,"Colliers de serrage 7,6X340mm 100PCS",ELECTRICITE,cloture
equipement,15039,15124,OT Cloturé,,Problèmes d'alimentation électrique ,Moyen,non,False,False,False,False,TM1,TM01,Equipement de balisage maritime,Feu de guidage,Feu de guidage,Feu de guidage,SUP-TMU-EQ- 03,Non,2025-03-06 14:55:00,Nour-Eddine  ENNEJMAOUI,2025-03-07 11:32:00,SUP-TMU-EQ- 03,2025-03-09 06:45:00,SUP-TMU-EQ- 03,2025-03-09 23:15:00,Installation de borne de wifi des stations météo au niveau de TMPC,,,,Soufiane chegdali,2025-07-16 10:08:00,,,,TMU,457.81,0.0,0.0,457.81,Demande d'installation de borne de wifi des stations météo TM1,MOBILE,MOBILE,MOBILE,WEB,WEB,WEB,1,16.48,255,80.33333333333333,43.21666666666667,0,0.0,0.0,,,
batiment,15038,15139,OT Cloturé,,Endommagement de l'abattant,Moyen,non,False,False,True,False,TM1,TMPC01,Equipement plomberie et sanitaire,WC Sanitaire,Gare Maritime TMPC,WC Sanitaire 2,sup-tmu-bat- 05,Non,2025-03-07 10:51:00,Chaymae Farah,2025-03-07 11:10:00,sup-tmu-bat- 05,2025-03-07 12:13:00,sup-tmu-bat- 05,2025-03-10 09:29:00,Changement de l'abattant ,,,,Chaymae Farah,2025-03-18 13:39:00,,,,TMU,3599.96,0.0,0.0,3599.96,Endommagement d'un abattant de WC homme GM N11,MOBILE,WEB,WEB,WEB,WEB,WEB,1,69.23,161725,70.63333333333334,1.05,2,2.0,2128.75,"Abattant toilette anglaise standard et suspendu, Robinet équerre ,diamètre de  1/2   pouce en laiton. w",PLOMBERIE,cloture
batiment,15037,15140,OT Cloturé,,Endommagement de l'abattant,Moyen,non,False,False,True,False,TM1,TMPC01,Equipement plomberie et sanitaire,WC Sanitaire,Gare Maritime TMPC,WC Sanitaire 1,sup-tmu-bat- 05,Non,2025-03-07 10:53:00,Chaymae Farah,2025-03-07 11:09:00,sup-tmu-bat- 05,2025-03-07 12:12:00,sup-tmu-bat- 05,2025-03-10 09:28:00,Changement de l'abattant ,,,,Chaymae Farah,2025-03-18 13:42:00,,,,TMU,3597.36,0.0,0.0,3597.36,Abattant endommagé WC femme GM N11,MOBILE,WEB,WEB,WEB,WEB,WEB,1,69.18,161707,70.58333333333333,1.05,1,1.0,2100.0,Abattant toilette anglaise standard et suspendu,PLOMBERIE,cloture
batiment,15036,15121,OT Cloturé,,Endomagement,Moyen,non,False,False,True,False,TM1,TM01,Equipement éclairage,Spot,Batiment Douane,Spot 1,sup-tmu-bat- 05,Non,2025-03-06 14:15:00,Soufiane chegdali,2025-03-07 10:47:00,sup-tmu-bat- 05,2025-03-07 11:00:00,sup-tmu-bat- 05,2025-03-12 09:22:00,la lampe a été changée,,,,Soufiane chegdali,2025-05-02 23:36:00,,,,TMU,6148.48,250.0,0.0,6398.48,Ampoule grillée au bloc sanitaire douane SAS IMPORT,MOBILE,WEB,WEB,WEB,WEB,WEB,1,118.24,165964,139.11666666666667,0.21666666666666667,1,1.0,250.0,Lampe LED E27 15W  6500K,ELECTRICITE,cloture
batiment,15035,15135,OT Cloturé,,Endomagement,Moyen,non,False,False,True,False,TM1,SAS IMPORT,Equipement éclairage,Spot,Sanitaire Sas Import,Spot 1,sup-tmu-bat- 05,Non,2025-03-07 10:13:00,Soufiane chegdali,2025-03-07 10:47:00,sup-tmu-bat- 05,2025-03-07 10:59:00,sup-tmu-bat- 05,2025-03-13 09:16:00,Changement de bloc autonome secours ,,,,Soufiane chegdali,2025-05-02 23:36:00,,,,TMU,7395.96,187.0,0.0,7582.96,Le bloc autonome d'éclairage est hors service Toilette nouveau voiture SAS IMPORT ,MOBILE,WEB,WEB,WEB,WEB,WEB,1,142.23,164065,143.05,0.2,1,1.0,187.0,Bloc autonome d'éclairage,ELECTRICITE,cloture
batiment,15034,15134,OT Cloturé,,Endomagement,Moyen,non,False,False,True,False,TM1,SAS IMPORT,Equipement éclairage,Spot,Sanitaire 3 Sas Import,Spot 2,sup-tmu-bat- 05,Non,2025-03-07 10:09:00,Soufiane chegdali,2025-03-07 10:46:00,sup-tmu-bat- 05,2025-03-07 10:56:00,sup-tmu-bat- 05,2025-03-13 09:13:00,Changement des lampes grillées ,,,,Soufiane chegdali,2025-05-02 23:36:00,,,,TMU,7397.52,824.0,0.0,8221.52,Eclairage insuffisant au bloc sanitaire extension SAS IMPORT ,MOBILE,WEB,WEB,WEB,WEB,WEB,1,142.26,1245609,143.06666666666666,0.16666666666666666,4,6.0,824.0,"Lampe LED E27 15W  6500K, Douille E27, hublot ronde étanche, Tube LED (T8) 9W 6500K",ELECTRICITE,cloture
batiment,15033,15133,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,PPR,PPR01,Equipement lot archi / Menuiserie ,Porte  bois,Ancienne gare maritime,Porte 2,Chaymae Farah,Non,2025-03-07 09:47:00,Chaymae Farah,2025-03-07 09:49:00,Chaymae Farah,2025-03-07 09:49:00,Chaymae Farah,2025-03-07 10:04:00,NON,,,,Chaymae Farah,2025-03-26 00:40:00,,,,TERRACIVIL BTP,10.13,0.0,0.0,10.13,porte vitrée brisée,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.18,128282,0.2833333333333333,0.0,0,0.0,0.0,,,
batiment,15032,15122,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement éclairage,Spot,Siège TMSA-Tanger,Spot 1,Sup-MMI- TMSA,Non,2025-03-06 14:44:00,Chaymae Farah,2025-03-07 09:34:00,Sup-MMI- TMSA,2025-03-07 13:21:00,Sup-MMI- TMSA,2025-03-07 14:20:00,Montage nouvel bureau zone président,,,,Chaymae Farah,2025-03-29 02:13:00,,,,MMI,105.08,0.0,0.0,105.08,Montage nouvel bureau zone président  ,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.97,1245471,23.6,3.783333333333333,0,0.0,0.0,,,
batiment,15031,15132,OT Rejeté,,Travaux de maintenance,Moyen,non,False,False,False,False,PPR,PPR01,Equipement lot archi / Menuiserie ,Porte  bois,Ancienne gare maritime,Porte 1,Chaymae Farah,Non,2025-03-07 09:33:00,Chaymae Farah,2025-03-07 09:34:00,Chaymae Farah,2025-03-07 09:35:00,,,,,,,,,Chaymae Farah,2025-03-07 09:42:00,prestataire incorrecte,TMU,0.0,0.0,0.0,0.0,Prote vitré brisée 10mm,MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,128194,,0.016666666666666666,0,0.0,0.0,,,
equipement,15030,15131,OT Cloturé,,dérangement au niveau de la centrale ,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Centrale de détection d'incendie,Entrepôt 140,Centrale incendie  Entrepôt  140,Matière   dangereuse ,Non,2025-03-07 07:30:00,Matière   dangereuse ,2025-03-07 07:30:00,sup-tmu-bat-eq- 08,2025-03-11 14:41:00,sup-tmu-bat-eq- 08,2025-03-13 10:39:00,Changement deux batteries au niveau de  La centrale d'incendie au niveau de LOT 140,,,,zakariae lotfi,2025-06-25 10:00:00,,,,TMU,7636.75,0.0,0.0,7636.75,La centrale d'incendie au niveau de LOT 130 affiche un message << panne batterie >> au centrale et donner un dérangement au superviseur de SAFETY BRIGADE,WEB,WEB,WEB,WEB,WEB,WEB,2,43.95,5672,147.15,103.18333333333334,0,0.0,0.0,,,
equipement,15029,15130,OT Cloturé,"PDR Indisponible : 
PDR Indisponible
",dérangement au niveau de la centrale ,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Centrale de détection d'incendie,Entrepôt 130,Centrale incendie  Entrepôt  130,Matière   dangereuse ,Non,2025-03-07 07:28:00,Matière   dangereuse ,2025-03-07 07:28:00,sup-tmu-bat-eq- 08,2025-03-24 11:25:00,sup-tmu-bat-eq- 08,2025-05-06 00:22:00,La centrale d'incendie au niveau de LOT 130 ,,,,zakariae lotfi,2025-06-25 10:00:00,,,,TMU,48.65,0.0,0.0,48.65,La centrale d'incendie au niveau de LOT 130 affiche un message << panne générale >> au centrale et donner un dérangement au superviseur de SAFETY BRIGADE ,WEB,WEB,WEB,WEB,WEB,WEB,2,0.28,5671,1432.9,411.95,0,0.0,0.0,,,
