article,total_qty,total_cost,n_requests,famille,daily_demand,forecast_qty,forecast_cost
Bouchon  75 PVC HP,18.0,180.0,4,PLOMBERIE,0.018789144050104383,1.6910229645093944,16.910229645093942
Interrupteur simple allumage MEDHUB,18.0,180.0,6,ELECTRICITE,0.018789144050104383,1.6910229645093944,16.910229645093942
Collier polyéthylène  Ø90,2.0,180.0,2,PLOMBERIE,0.0020876826722338203,0.1878914405010438,16.910229645093942
Parachute  porte sectionnelle ensemble : gauche / droit,30.0,176.7,1,ELECTROMECANIQUE,0.031315240083507306,2.8183716075156577,16.600208768267223
Rondelle Ø10 mm,346.0,173.0,11,DIVERS,0.36116910229645094,32.505219206680586,16.252609603340293
TE égale,34.0,170.0,1,PLOMBERIE,0.03549060542797495,3.1941544885177455,15.970772442588729
Peinture laque 5 KG bleu,1.0,170.0,1,PEINTURE,0.0010438413361169101,0.0939457202505219,15.970772442588723
Culotte 75 PVC HP,3.0,168.0,1,PLOMBERIE,0.003131524008350731,0.2818371607515658,15.782881002087684
soupape de pression MEDHUB,14.0,168.0,4,CLIMATISATION,0.014613778705636743,1.3152400835073068,15.78288100208768
Teinte de peinture laque jaune,14.0,168.0,13,PEINTURE,0.014613778705636743,1.3152400835073068,15.78288100208768
Condensateur de démarrage,28.0,168.0,19,CLIMATISATION,0.029227557411273485,2.6304801670146136,15.78288100208768
Sika Top-122 ,9.0,162.0,2,CONSTRUCTION,0.009394572025052192,0.8455114822546972,15.219206680584549
Tube PPR Ø32,9.0,162.0,2,PLOMBERIE,0.009394572025052192,0.8455114822546972,15.219206680584549
Relais d interface 12Vcc,2.0,160.0,2,ELECTRICITE,0.0020876826722338203,0.1878914405010438,15.031315240083504
Flexible toilette 100 CM MEDHUB,16.0,160.0,2,PLOMBERIE,0.016701461377870562,1.5031315240083505,15.031315240083504
Bouton poussoir industrielle,1.0,160.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,15.031315240083504
Lampe projecteur 150w RS7,1.0,160.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,15.031315240083504
Bouchon 40 PEHD,16.0,160.0,2,PLOMBERIE,0.016701461377870562,1.5031315240083505,15.031315240083504
Gaz 404 13 KG,8.0,160.0,5,CLIMATISATION,0.008350730688935281,0.7515657620041752,15.031315240083504
Tube PPR 32,32.0,160.0,3,PLOMBERIE,0.033402922755741124,3.006263048016701,15.031315240083504
Hublot LED 24W MEDHUB ,2.0,160.0,1,ELECTRICITE,0.0020876826722338203,0.1878914405010438,15.031315240083504
Detecteur de mouvement 360°,7.0,154.0,4,ELECTRICITE,0.007306889352818371,0.6576200417536534,14.467640918580376
Cuivre avec armaflex 1/2*1/4 - rouleau 20m,1.0,154.0,1,CLIMATISATION,0.0010438413361169101,0.0939457202505219,14.467640918580374
Té polyéthylène Ø20,6.0,150.0,6,PLOMBERIE,0.006263048016701462,0.5636743215031316,14.09185803757829
Raccord cuivre 1/4,6.0,150.0,2,CLIMATISATION,0.006263048016701462,0.5636743215031316,14.09185803757829
Manchon polyéthylène Ø25,5.0,150.0,4,PLOMBERIE,0.005219206680584551,0.4697286012526096,14.09185803757829
Raccord cuivre 3/8,6.0,150.0,2,CLIMATISATION,0.006263048016701462,0.5636743215031316,14.09185803757829
Vanne double raccord 75 PEHD HP,15.0,150.0,1,PLOMBERIE,0.015657620041753653,1.4091858037578289,14.09185803757829
Réduction 100/75 double sortie PEHD,15.0,150.0,2,PLOMBERIE,0.015657620041753653,1.4091858037578289,14.09185803757829
Coude PVC Ø160 90°,6.0,150.0,3,PLOMBERIE,0.006263048016701462,0.5636743215031316,14.09185803757829
Poignée porte en acier (Pair),15.0,150.0,11,MENUISERIE,0.015657620041753653,1.4091858037578289,14.09185803757829
Ecrous Ø12mm,100.0,150.0,1,DIVERS,0.10438413361169102,9.394572025052192,14.091858037578287
Lavabo d'occasion,1.0,150.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,14.091858037578286
Serrure vitre INOX,74.0,148.0,2,MENUISERIE,0.07724425887265135,6.951983298538622,13.903966597077243
Bombe de peinture gris,4.0,144.0,3,PEINTURE,0.0041753653444676405,0.3757828810020876,13.528183716075155
Bouchon PVC Ø75,16.0,144.0,10,PLOMBERIE,0.016701461377870562,1.5031315240083505,13.528183716075155
Reducteur pvc 110*40,9.0,144.0,2,PLOMBERIE,0.009394572025052192,0.8455114822546972,13.528183716075155
Vis de fixation,18.0,144.0,3,DIVERS,0.018789144050104383,1.6910229645093944,13.528183716075155
Y pvc Ø75,11.0,143.0,8,PLOMBERIE,0.011482254697286013,1.033402922755741,13.434237995824635
 Téflon,28.0,140.0,27,PLOMBERIE,0.029227557411273485,2.6304801670146136,13.152400835073069
Extracteur d'air sanitaire silencieux MEDHUB,7.0,140.0,4,PLOMBERIE,0.007306889352818371,0.6576200417536534,13.152400835073069
Chlore 13 PH MEDHUB ,7.0,140.0,3,PLOMBERIE,0.007306889352818371,0.6576200417536534,13.152400835073069
Barrette 100PCS 4mm²  MEDHUB,2.0,140.0,2,ELECTRICITE,0.0020876826722338203,0.1878914405010438,13.152400835073067
Vanne service de purgeur de Circuite hydraulique de PAC,1.0,140.0,1,CLIMATISATION,0.0010438413361169101,0.0939457202505219,13.152400835073067
"Baguette brasure cuivre auto-décapante, diamètre 3 mm",2.0,140.0,1,CLIMATISATION,0.0020876826722338203,0.1878914405010438,13.152400835073067
Lampe projecteur 70w RS7,1.0,140.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,13.152400835073067
Flexible sanitaire FF 1/2X1/2,6.0,138.0,6,PLOMBERIE,0.006263048016701462,0.5636743215031316,12.964509394572026
"Réduction laiton à visser MF  1"" - 1/2",6.0,138.0,4,PLOMBERIE,0.006263048016701462,0.5636743215031316,12.964509394572026
Té pvc Ø100,8.0,136.0,2,PLOMBERIE,0.008350730688935281,0.7515657620041752,12.776617954070979
Coude PVC Ø160 45°,3.0,135.0,2,PLOMBERIE,0.003131524008350731,0.2818371607515658,12.68267223382046
Mamelon 1/2*1/2,5.0,130.0,3,PLOMBERIE,0.005219206680584551,0.4697286012526096,12.21294363256785
coude femlle ppr 32,26.0,130.0,6,PLOMBERIE,0.027139874739039668,2.44258872651357,12.21294363256785
Serre câble,65.0,130.0,1,ELECTROMECANIQUE,0.06784968684759916,6.106471816283925,12.21294363256785
"Réduction laiton à visser MF 1""-3/4",5.0,130.0,3,PLOMBERIE,0.005219206680584551,0.4697286012526096,12.21294363256785
Hublot blanc,3.0,129.0,3,ELECTRICITE,0.003131524008350731,0.2818371607515658,12.11899791231733
Flexible sanitaire FF 3/8X1/2,8.0,128.0,8,PLOMBERIE,0.008350730688935281,0.7515657620041752,12.025052192066804
Raccord polyéthylène Ø20*1/2 MAL,4.0,128.0,3,PLOMBERIE,0.0041753653444676405,0.3757828810020876,12.025052192066804
Connecteur pour câble torsadé - CEGELEC -,7.0,126.0,2,ELECTRICITE,0.007306889352818371,0.6576200417536534,11.837160751565762
Réglette LED 1x18W Etanche MEDHUB,5.0,125.0,1,ELECTRICITE,0.005219206680584551,0.4697286012526096,11.743215031315241
Fléxible mitijeur Ø3/8,5.0,125.0,5,PLOMBERIE,0.005219206680584551,0.4697286012526096,11.743215031315241
Raccord tournant femelle PPR 63,25.0,125.0,1,PLOMBERIE,0.026096033402922755,2.348643006263048,11.74321503131524
Raccord tourant femelle PPR 32,25.0,125.0,1,PLOMBERIE,0.026096033402922755,2.348643006263048,11.74321503131524
Flexible sanitaire MF 3/8X3/8,4.0,124.0,3,PLOMBERIE,0.0041753653444676405,0.3757828810020876,11.649269311064716
Rondelle Ø12mm,172.0,120.4,7,DIVERS,0.17954070981210857,16.158663883089773,11.311064718162841
Vis autoperseurse 100PCS,6.0,120.0,4,DIVERS,0.006263048016701462,0.5636743215031316,11.273486430062631
Driver LED 18W MEDHUB,10.0,120.0,1,ELECTRICITE,0.010438413361169102,0.9394572025052192,11.273486430062631
"Colliers de serrage 3,6X300mm 100PCS MEDHUB ",3.0,120.0,2,DIVERS,0.003131524008350731,0.2818371607515658,11.273486430062631
Raccord union réduit,12.0,120.0,3,PLOMBERIE,0.012526096033402923,1.1273486430062631,11.273486430062631
Interrupteur double allumage,10.0,120.0,8,ELECTRICITE,0.010438413361169102,0.9394572025052192,11.273486430062631
Fusible 125A - AM Ø22*58,1.0,120.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,11.27348643006263
Support climat,1.0,120.0,1,CLIMATISATION,0.0010438413361169101,0.0939457202505219,11.27348643006263
Douille de spot,59.0,118.0,26,ELECTRICITE,0.061586638830897704,5.542797494780793,11.085594989561587
Thermostat,23.0,115.0,4,CLIMATISATION,0.024008350730688934,2.1607515657620042,10.80375782881002
Té polyéthylène Ø25*3/4 FEMELLE,3.0,114.0,3,PLOMBERIE,0.003131524008350731,0.2818371607515658,10.7098121085595
Condensateur 04 µf,6.0,114.0,6,CLIMATISATION,0.006263048016701462,0.5636743215031316,10.7098121085595
Monchon a sertir cuivre Ø50L 10M,7.0,112.0,1,ELECTRICITE,0.007306889352818371,0.6576200417536534,10.521920668058454
Té retube chrome 16*1/2,4.0,112.0,1,PLOMBERIE,0.0041753653444676405,0.3757828810020876,10.521920668058453
Coude pvc  Ø75/45°,8.0,112.0,6,PLOMBERIE,0.008350730688935281,0.7515657620041752,10.521920668058453
coude 45 40 PEHD HP,11.0,110.0,2,PLOMBERIE,0.011482254697286013,1.033402922755741,10.33402922755741
Câble acier 4mm,22.0,110.0,2,MECANIQUE,0.022964509394572025,2.066805845511482,10.33402922755741
colle gerflex MEDHUB,11.0,110.0,3,MENUISERIE,0.011482254697286013,1.033402922755741,10.33402922755741
Té polyéthylène Ø50,6.0,108.0,1,PLOMBERIE,0.006263048016701462,0.5636743215031316,10.146137787056368
Bouchon PVC Ø40,18.0,108.0,6,PLOMBERIE,0.018789144050104383,1.6910229645093944,10.146137787056366
Flexible gasoil 3/8 F/F 50cm,2.0,106.0,2,HYDRAULIQUE,0.0020876826722338203,0.1878914405010438,9.958246346555322
"""Flexible hydraulique 1/4 400bar 2M y compris les raccords""",21.0,105.0,6,HYDRAULIQUE,0.021920668058455117,1.9728601252609606,9.864300626304804
Bande adhésif aluminium armé,35.0,105.0,8,CLIMATISATION,0.03653444676409186,3.288100208768267,9.864300626304802
Té pvc Ø75,7.0,105.0,3,PLOMBERIE,0.007306889352818371,0.6576200417536534,9.864300626304802
Purgeur de Circuite hydraulique de PAC,1.0,105.0,1,CLIMATISATION,0.0010438413361169101,0.0939457202505219,9.8643006263048
Tube 75 CPVC HP,82.0,102.5,2,PLOMBERIE,0.08559498956158663,7.703549060542797,9.629436325678496
Vanne à 3 voies,10.0,100.0,1,CLIMATISATION,0.010438413361169102,0.9394572025052192,9.394572025052192
Jupiter 1L,100.0,100.0,2,PLOMBERIE,0.10438413361169102,9.394572025052192,9.394572025052192
Interrupteur double allumage étanche va et vient,40.0,100.0,1,ELECTRICITE,0.04175365344467641,3.757828810020877,9.394572025052192
La graisse à base de lithium EP2 MEDHUB,20.0,100.0,2,MECANIQUE,0.020876826722338204,1.8789144050104385,9.394572025052192
Vanne à papillon,20.0,100.0,2,PLOMBERIE,0.020876826722338204,1.8789144050104385,9.394572025052192
Interrupteur simple allumage va et vient blanc,40.0,100.0,1,ELECTRICITE,0.04175365344467641,3.757828810020877,9.394572025052192
Fusible gG 100A 22X58 500V,25.0,100.0,1,ELECTRICITE,0.026096033402922755,2.348643006263048,9.394572025052192
Y pvc Ø100,5.0,100.0,3,PLOMBERIE,0.005219206680584551,0.4697286012526096,9.394572025052192
Interrupteur double allumage étanche,40.0,100.0,1,ELECTRICITE,0.04175365344467641,3.757828810020877,9.394572025052192
Bouton poussoir NO MEDHUB,20.0,100.0,1,ELECTRICITE,0.020876826722338204,1.8789144050104385,9.394572025052192
Compresseur 9000,5.0,100.0,1,CLIMATISATION,0.005219206680584551,0.4697286012526096,9.394572025052192
Interrupteur double allumage va et vient blanc,40.0,100.0,1,ELECTRICITE,0.04175365344467641,3.757828810020877,9.394572025052192
Mamelon plastique mâle-mâle 1/2,5.0,100.0,3,PLOMBERIE,0.005219206680584551,0.4697286012526096,9.394572025052192
Disjoncteur différentiel 63 A 30mA Bipôle 220V,10.0,100.0,2,ELECTRICITE,0.010438413361169102,0.9394572025052192,9.394572025052192
Interrupteur double allumage blanc,40.0,100.0,1,ELECTRICITE,0.04175365344467641,3.757828810020877,9.394572025052192
Electrovanne,20.0,100.0,1,ELECTROMECANIQUE,0.020876826722338204,1.8789144050104385,9.394572025052192
Disjoncteur différentiel 63 A 300mA 4 Pôles 380V MEDHUB,10.0,100.0,2,ELECTRICITE,0.010438413361169102,0.9394572025052192,9.394572025052192
Fiche connecteur d'électrovanne,20.0,100.0,1,ELECTROMECANIQUE,0.020876826722338204,1.8789144050104385,9.394572025052192
Raccord union tournant,10.0,100.0,1,PLOMBERIE,0.010438413361169102,0.9394572025052192,9.394572025052192
Receveur de douche,10.0,100.0,1,PLOMBERIE,0.010438413361169102,0.9394572025052192,9.394572025052192
Bouchon pour collecteurs,20.0,100.0,2,PLOMBERIE,0.020876826722338204,1.8789144050104385,9.394572025052192
Toilette anglaise suspendu complète,1.0,100.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,9.39457202505219
Projecteur LED 100W MEDHUB,4.0,100.0,2,ELECTRICITE,0.0041753653444676405,0.3757828810020876,9.39457202505219
Condensateur de démarrage de 30 µf ,3.0,96.0,3,CLIMATISATION,0.003131524008350731,0.2818371607515658,9.018789144050105
Boite mural de prise carrée,12.0,96.0,7,ELECTRICITE,0.012526096033402923,1.1273486430062631,9.018789144050105
Kit de fixation pour cuvette standard,32.0,96.0,7,PLOMBERIE,0.033402922755741124,3.006263048016701,9.018789144050103
Té pvc Ø110,4.0,96.0,4,PLOMBERIE,0.0041753653444676405,0.3757828810020876,9.018789144050103
Vis hexagon socket head cap screw Ø 8,32.0,96.0,6,DIVERS,0.033402922755741124,3.006263048016701,9.018789144050103
Bouchon PVC Ø110,8.0,96.0,5,PLOMBERIE,0.008350730688935281,0.7515657620041752,9.018789144050103
HUILE HYDRAULIQUE 68 ,19.0,95.0,4,HYDRAULIQUE,0.019832985386221295,1.7849686847599167,8.924843423799583
Baguette de brasure de l'acier,6.0,90.0,1,MECANIQUE,0.006263048016701462,0.5636743215031316,8.455114822546973
Raccord retube chrome 20*1/2 Femelle,3.0,90.0,3,PLOMBERIE,0.003131524008350731,0.2818371607515658,8.455114822546973
Adaptateur bande LED,2.0,90.0,2,ELECTRICITE,0.0020876826722338203,0.1878914405010438,8.455114822546971
Réduction PVC Ø100/75,9.0,90.0,5,PLOMBERIE,0.009394572025052192,0.8455114822546972,8.455114822546971
Contacteur auxiliaire 380V,9.0,90.0,5,ELECTRICITE,0.009394572025052192,0.8455114822546972,8.455114822546971
Tube PVC  Ø50,9.0,90.0,5,PLOMBERIE,0.009394572025052192,0.8455114822546972,8.455114822546971
Condensateur de marche de ventilo convecteur,1.0,87.0,1,CLIMATISATION,0.0010438413361169101,0.0939457202505219,8.173277661795407
Moulure auto-adhésive MEDHUB,1.0,87.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,8.173277661795407
Tube PVC Ø40,8.5,85.0,3,PLOMBERIE,0.008872651356993737,0.7985386221294364,7.985386221294364
"Té polyéthylène Ø32*1"" FEMELLE",2.0,84.0,2,PLOMBERIE,0.0020876826722338203,0.1878914405010438,7.89144050104384
vanne à 4voies,8.0,81.6,1,CLIMATISATION,0.008350730688935281,0.7515657620041752,7.665970772442587
Collier de fixation tube Ø75,10.0,80.0,5,PLOMBERIE,0.010438413361169102,0.9394572025052192,7.515657620041754
Vanne metalique Ø 25,1.0,80.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,7.515657620041752
coude égale 45 ppr 32,16.0,80.0,2,PLOMBERIE,0.016701461377870562,1.5031315240083505,7.515657620041752
Paumelle de porte bois,13.0,78.0,10,MENUISERIE,0.013569937369519834,1.221294363256785,7.32776617954071
Bouchon galvanisée -male 3/4- D25,11.0,77.0,4,PLOMBERIE,0.011482254697286013,1.033402922755741,7.233820459290188
Panel LED 60X60 40W 6000K .H,3.0,75.0,1,ELECTRICITE,0.003131524008350731,0.2818371607515658,7.045929018789145
Répartiteur 100A,1.0,75.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,7.045929018789143
Panel LED apparent carre à 18W 6500 K,37.0,74.0,8,ELECTRICITE,0.038622129436325675,3.475991649269311,6.951983298538622
Scotche noir,10.0,70.0,7,ELECTRICITE,0.010438413361169102,0.9394572025052192,6.576200417536535
Tube 40 CPVC HP,56.0,70.0,2,PLOMBERIE,0.05845511482254697,5.260960334029227,6.576200417536534
Détecteur de mouvement encastré MEDHUB,7.0,70.0,5,ELECTRICITE,0.007306889352818371,0.6576200417536534,6.576200417536534
Huile HD50,1.0,70.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,6.576200417536533
Fiche mâle et femelle 2P+T // L.A.P - 16A-250v,3.0,69.0,1,INCENDIE,0.003131524008350731,0.2818371607515658,6.482254697286013
ECROUS Ø18,30.0,66.0,1,DIVERS,0.031315240083507306,2.8183716075156577,6.200417536534448
Paire fixation toilette,11.0,66.0,7,PLOMBERIE,0.011482254697286013,1.033402922755741,6.200417536534447
Réduction PVC Ø100/40,6.0,66.0,6,PLOMBERIE,0.006263048016701462,0.5636743215031316,6.200417536534447
Mamelon en laiton,13.0,65.0,3,PLOMBERIE,0.013569937369519834,1.221294363256785,6.106471816283925
Disjoncteur 1P 20A,1.0,65.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,6.106471816283924
CHEVILLES METALLIQUE Ø12 .F,32.0,64.0,5,DIVERS,0.033402922755741124,3.006263048016701,6.012526096033402
Raccord polyéthylène Ø25,2.0,62.0,1,PLOMBERIE,0.0020876826722338203,0.1878914405010438,5.824634655532358
Ferme porte avec bras MEDHUB,3.0,60.0,2,MENUISERIE,0.003131524008350731,0.2818371607515658,5.6367432150313155
Té polyéthylène Ø63,3.0,60.0,3,PLOMBERIE,0.003131524008350731,0.2818371607515658,5.6367432150313155
Support split,12.0,60.0,2,CLIMATISATION,0.012526096033402923,1.1273486430062631,5.6367432150313155
Gaz 134 12 KG,3.0,60.0,1,CLIMATISATION,0.003131524008350731,0.2818371607515658,5.6367432150313155
Douille B22 MEDHUB,30.0,60.0,5,ELECTRICITE,0.031315240083507306,2.8183716075156577,5.6367432150313155
Réduction PVC Ø75-40,10.0,60.0,3,PLOMBERIE,0.010438413361169102,0.9394572025052192,5.6367432150313155
pressostat BP (Basse pression),12.0,60.0,1,CLIMATISATION,0.012526096033402923,1.1273486430062631,5.6367432150313155
Douille E40 MEDHUB,6.0,60.0,2,ELECTRICITE,0.006263048016701462,0.5636743215031316,5.6367432150313155
Produit adoucisseur 30L,15.0,60.0,1,CLIMATISATION,0.015657620041753653,1.4091858037578289,5.6367432150313155
Collier de fixation tube Ø110,5.0,60.0,3,PLOMBERIE,0.005219206680584551,0.4697286012526096,5.6367432150313155
Joint d'étanchéité latéral pour porte sectionnelle,6.0,60.0,2,ELECTROMECANIQUE,0.006263048016701462,0.5636743215031316,5.6367432150313155
Bande adhésif aluminium armé MEDHUB,20.0,60.0,6,CLIMATISATION,0.020876826722338204,1.8789144050104385,5.6367432150313155
Culotte 45 40 PVC HP,1.0,60.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,5.636743215031315
Siphon de sol anti-odeur inoxydable MEDHUB,1.0,60.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,5.636743215031315
Culotte 45 40 PVC HP MEDHUB,1.0,60.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,5.636743215031315
Tube LED (T5) G13 18W 6500K,75.0,58.5,3,ELECTRICITE,0.07828810020876827,7.045929018789144,5.495824634655532
Condensateur 60 µf,1.0,55.0,1,CLIMATISATION,0.0010438413361169101,0.0939457202505219,5.167014613778705
Condensateur 25 µf,1.0,55.0,1,CLIMATISATION,0.0010438413361169101,0.0939457202505219,5.167014613778705
Flexible hydraulique 1/4 400bar 2M y compris les raccords MEDHUB,11.0,55.0,2,HYDRAULIQUE,0.011482254697286013,1.033402922755741,5.167014613778705
Cache prise Goulotte,2.0,54.0,1,ELECTRICITE,0.0020876826722338203,0.1878914405010438,5.073068893528183
Tube PVC Ø75,33.0,53.0,4,PLOMBERIE,0.03444676409185804,3.1002087682672235,4.979123173277662
Demi cylindre de serrure MEDHUB,4.0,52.0,2,MENUISERIE,0.0041753653444676405,0.3757828810020876,4.885177453027139
Coude polyéthylène Ø40,3.0,51.0,3,PLOMBERIE,0.003131524008350731,0.2818371607515658,4.791231732776619
TEST,10.0,50.0,1,PLOMBERIE,0.010438413361169102,0.9394572025052192,4.697286012526096
Fiche connecteur d'électrovanne  MEDHUB,10.0,50.0,1,ELECTRICITE,0.010438413361169102,0.9394572025052192,4.697286012526096
Tube PPR 63,10.0,50.0,1,PLOMBERIE,0.010438413361169102,0.9394572025052192,4.697286012526096
Raccord cuivre 1/2,2.0,50.0,1,CLIMATISATION,0.0020876826722338203,0.1878914405010438,4.697286012526095
"Cuivre avec arma Flex 1/2, 1/4 rouleau 20m MEDHUB",1.0,50.0,1,CLIMATISATION,0.0010438413361169101,0.0939457202505219,4.697286012526095
Té polyéthylène Ø40,3.0,45.0,2,PLOMBERIE,0.003131524008350731,0.2818371607515658,4.227557411273486
Coude pvc  Ø75/87°,5.0,45.0,2,PLOMBERIE,0.005219206680584551,0.4697286012526096,4.227557411273486
Dominaux de connexion bande led,4.0,44.0,3,ELECTRICITE,0.0041753653444676405,0.3757828810020876,4.133611691022963
Drapeau personnalisé,7.0,41.089999999999996,2,DIVERS,0.007306889352818371,0.6576200417536534,3.860229645093945
Embout en plastique,90.0,40.5,2,DIVERS,0.09394572025052192,8.455114822546973,3.804801670146138
Interrupteur bouton poussoir,10.0,40.0,1,ELECTRICITE,0.010438413361169102,0.9394572025052192,3.757828810020877
"Colliers de serrage 4,7X370mm 100PCS MEDHUB",1.0,40.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,3.757828810020876
Barre anti panique MEDHUB,2.0,40.0,1,MENUISERIE,0.0020876826722338203,0.1878914405010438,3.757828810020876
Siphon de sol  plastique 20*20 Sans cache,1.0,40.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,3.757828810020876
Mécanisme de fermeture SEVAX MINOS +  MEDHUB,2.0,40.0,2,MENUISERIE,0.0020876826722338203,0.1878914405010438,3.757828810020876
barette de connexion  100 pcs,4.0,40.0,3,ELECTRICITE,0.0041753653444676405,0.3757828810020876,3.757828810020876
Contacteur auxiliaire 220V,4.0,40.0,2,ELECTRICITE,0.0041753653444676405,0.3757828810020876,3.757828810020876
Fusible 80A - AM  Ø22*58,3.0,39.0,2,ELECTRICITE,0.003131524008350731,0.2818371607515658,3.6638830897703554
Coude 90 40 PVC HP,29.0,36.25,10,PLOMBERIE,0.030271398747390398,2.7244258872651357,3.4055323590814197
Support de prise double 45*45,2.0,36.0,1,ELECTRICITE,0.0020876826722338203,0.1878914405010438,3.3820459290187888
Collier de fixation tube Ø50,7.0,35.0,2,PLOMBERIE,0.007306889352818371,0.6576200417536534,3.288100208768267
Raccord retube chrome 20*1/2 Male,2.0,32.0,2,PLOMBERIE,0.0020876826722338203,0.1878914405010438,3.006263048016701
Vis de poignée MALE - FEMELLE,4.0,32.0,4,MENUISERIE,0.0041753653444676405,0.3757828810020876,3.006263048016701
Tube 110 CPVC HP,25.0,31.25,2,PLOMBERIE,0.026096033402922755,2.348643006263048,2.93580375782881
Bouchon PVC Ø50,5.0,30.0,5,PLOMBERIE,0.005219206680584551,0.4697286012526096,2.8183716075156577
Poignée porte en acier (Pair) MEDHUB ,3.0,30.0,2,MENUISERIE,0.003131524008350731,0.2818371607515658,2.8183716075156577
REDUCTION 75/40 DOUBLE SORTIE,3.0,30.0,1,PLOMBERIE,0.003131524008350731,0.2818371607515658,2.8183716075156577
Tige fileté Ø10mm,3.0,30.0,3,DIVERS,0.003131524008350731,0.2818371607515658,2.8183716075156577
Flexible toilette 100 CM .H,3.0,30.0,1,PLOMBERIE,0.003131524008350731,0.2818371607515658,2.8183716075156577
Fiche mâle mobile 3P+N+T 32A MEDHUB,3.0,30.0,1,ELECTRICITE,0.003131524008350731,0.2818371607515658,2.8183716075156577
Embout fil électrique,200.0,30.0,2,ELECTRICITE,0.20876826722338204,18.789144050104383,2.8183716075156573
ADJUVANT ACCELERATEUR DE PRISE,1.0,30.0,1,CONSTRUCTION,0.0010438413361169101,0.0939457202505219,2.8183716075156573
"Réduction laiton 1""*3/4",1.0,30.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,2.8183716075156573
Culotte 40 45 CPVC HP,23.0,28.75,4,PLOMBERIE,0.024008350730688934,2.1607515657620042,2.700939457202505
Té PPR  Ø20,3.0,27.0,1,PLOMBERIE,0.003131524008350731,0.2818371607515658,2.536534446764092
Huile hydraulique 46,5.0,25.0,1,HYDRAULIQUE,0.005219206680584551,0.4697286012526096,2.348643006263048
Huile hydraulique 68 MEDHUB,5.0,25.0,1,HYDRAULIQUE,0.005219206680584551,0.4697286012526096,2.348643006263048
Coude 90 40 CPVC HP,20.0,25.0,2,PLOMBERIE,0.020876826722338204,1.8789144050104385,2.348643006263048
Cadres Legrand 4P,1.0,25.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,2.3486430062630475
Prise RJ45 LAP,1.0,25.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,2.3486430062630475
Raccord polyéthylène Ø20,3.0,24.0,2,PLOMBERIE,0.003131524008350731,0.2818371607515658,2.2546972860125263
Monchon a sertir cuivre Ø25L 5M,6.0,24.0,1,ELECTRICITE,0.006263048016701462,0.5636743215031316,2.2546972860125263
Mamelon reduction 3/4 1/2,2.0,24.0,2,PLOMBERIE,0.0020876826722338203,0.1878914405010438,2.254697286012526
Collier Ø35 atlas,2.0,24.0,1,DIVERS,0.0020876826722338203,0.1878914405010438,2.254697286012526
Kit Joint 1/2 3/4 2/8,11.0,22.0,2,PLOMBERIE,0.011482254697286013,1.033402922755741,2.066805845511482
Revit  ,20.0,20.0,1,DIVERS,0.020876826722338204,1.8789144050104385,1.8789144050104385
prise de courant complet plinthes,4.0,20.0,2,ELECTRICITE,0.0041753653444676405,0.3757828810020876,1.878914405010438
"TIREFOND  AUTOPERCEUR 100 PCS 6,3X100",1.0,20.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,1.878914405010438
Bouchon 75 PVC HP,2.0,20.0,1,PLOMBERIE,0.0020876826722338203,0.1878914405010438,1.878914405010438
"TIREFOND  AUTOPERCEUR 100 PCS 5,5X80",1.0,20.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,1.878914405010438
Té femelle PPR 32,4.0,20.0,1,PLOMBERIE,0.0041753653444676405,0.3757828810020876,1.878914405010438
Disjoncteur différentiel 32 A 300mA 4 Pôles 380V,2.0,20.0,1,ELECTRICITE,0.0020876826722338203,0.1878914405010438,1.878914405010438
Cosse à sertir  D25 MEDHUB,4.0,20.0,1,ELECTRICITE,0.0041753653444676405,0.3757828810020876,1.878914405010438
Disjoncteur moteur 15KW,2.0,20.0,1,ELECTRICITE,0.0020876826722338203,0.1878914405010438,1.878914405010438
Té polyéthylène Ø25,2.0,20.0,2,PLOMBERIE,0.0020876826722338203,0.1878914405010438,1.878914405010438
Coude PPR Ø32,1.0,19.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,1.7849686847599162
Condensateur 08 µf,1.0,19.0,1,CLIMATISATION,0.0010438413361169101,0.0939457202505219,1.7849686847599162
